"ID";"Latitude";"Insolacao";"Longitude";"Estado";"Cidade";"Estacao";"Verao";"AnoNasc";"Idade";"Sexo";"Coleta";"HO";"p01";"p02";"p03";"p04";"p05";"p06";"p07";"p08";"p09";"p10";"p11";"p12";"p13";"p14";"p15";"p16";"p17";"p18";"p19"
"10603";-25,42;480;-49,27;"PR";"Curitiba, PR";"prim";"Sim";1978;29;"masculino";2006-11-01;58;"4";"3";"3";"3";"3";"3";"2";"3";"1";"3";"6";"5";"2";"1";"1";"4";"3";"4";"4"
"10604";-25,42;480;-49,27;"PR";"Curitiba, PR";"prim";"Sim";1977;30;"feminino";2006-11-01;65;"3";"4";"3";"3";"2";"4";"3";"2";"3";"4";"6";"5";"3";"1";"4";"3";"3";"3";"6"
"10605";-25,42;480;-49,27;"PR";"Curitiba, PR";"prim";"Sim";1972;35;"feminino";2006-11-01;54;"4";"3";"3";"3";"4";"3";"4";"3";"2";"3";"6";"0";"2";"1";"1";"3";"3";"4";"2"
"10606";-25,42;480;-49,27;"PR";"Curitiba, PR";"prim";"Sim";1971;36;"feminino";2006-11-01;73;"4";"4";"3";"4";"4";"4";"3";"2";"4";"4";"6";"3";"3";"4";"4";"4";"3";"4";"6"
"10607";-25,42;480;-49,27;"PR";"Curitiba, PR";"prim";"Sim";1969;38;"masculino";2006-11-01;41;"1";"1";"1";"2";"3";"1";"1";"3";"4";"5";"2";"3";"1";"1";"3";"1";"1";"3";"4"
"10608";-25,42;480;-49,27;"PR";"Curitiba, PR";"prim";"Sim";1983;24;"masculino";2006-11-01;45;"3";"3";"1";"1";"2";"2";"1";"2";"4";"3";"6";"2";"2";"2";"1";"2";"3";"3";"2"
"10609";-25,42;480;-49,27;"PR";"Curitiba, PR";"prim";"Sim";1989;18;"masculino";2006-11-01;61;"4";"3";"2";"3";"4";"4";"3";"3";"3";"3";"6";"2";"4";"2";"4";"2";"3";"4";"2"
"10610";-25,42;480;-49,27;"PR";"Curitiba, PR";"prim";"Sim";1985;22;"feminino";2006-11-01;46;"3";"3";"1";"2";"1";"2";"1";"2";"3";"2";"6";"3";"2";"4";"1";"3";"1";"4";"2"
"10611";-25,42;480;-49,27;"PR";"Curitiba, PR";"prim";"Sim";1984;23;"feminino";2006-11-01;56;"2";"3";"2";"3";"2";"3";"2";"3";"3";"4";"4";"2";"3";"3";"4";"2";"3";"4";"4"
"10612";-25,42;480;-49,27;"PR";"Curitiba, PR";"prim";"Sim";1983;24;"masculino";2006-11-01;36;"2";"1";"1";"1";"2";"1";"3";"1";"2";"2";"6";"2";"1";"1";"4";"1";"2";"3";"0"
"10613";-25,42;480;-49,27;"PR";"Curitiba, PR";"prim";"Sim";1983;24;"masculino";2006-11-01;46;"2";"2";"1";"1";"1";"1";"2";"2";"4";"4";"4";"3";"1";"2";"4";"4";"3";"3";"2"
"10614";-25,42;480;-49,27;"PR";"Curitiba, PR";"prim";"Sim";1983;24;"feminino";2006-11-01;50;"2";"4";"1";"2";"2";"1";"2";"2";"1";"4";"4";"5";"1";"3";"2";"4";"1";"3";"6"
"10615";-25,42;480;-49,27;"PR";"Curitiba, PR";"prim";"Sim";1981;26;"feminino";2006-11-01;25;"2";"1";"1";"1";"2";"1";"2";"1";"1";"4";"0";"2";"1";"1";"1";"1";"1";"2";"0"
"10616";-25,42;480;-49,27;"PR";"Curitiba, PR";"prim";"Sim";1980;27;"masculino";2006-11-01;33;"2";"2";"1";"2";"2";"1";"1";"2";"2";"3";"2";"3";"1";"1";"1";"2";"2";"3";"0"
"10617";-25,42;480;-49,27;"PR";"Curitiba, PR";"prim";"Sim";1980;27;"masculino";2006-11-01;40;"5";"2";"1";"2";"1";"1";"1";"1";"4";"3";"0";"2";"2";"3";"2";"3";"1";"2";"4"
"10618";-25,42;480;-49,27;"PR";"Curitiba, PR";"prim";"Sim";1976;31;"feminino";2006-11-01;43;"2";"3";"1";"1";"3";"4";"2";"2";"2";"3";"6";"0";"2";"3";"1";"4";"1";"3";"0"
"10619";-25,42;480;-49,27;"PR";"Curitiba, PR";"prim";"Sim";1974;33;"feminino";2006-11-01;52;"2";"2";"4";"2";"3";"2";"3";"1";"2";"2";"6";"3";"2";"2";"4";"4";"2";"2";"4"
"10620";-25,42;480;-49,27;"PR";"Curitiba, PR";"prim";"Sim";1973;34;"feminino";2006-11-01;39;"3";"3";"2";"1";"1";"2";"1";"2";"1";"3";"4";"0";"1";"1";"2";"4";"2";"4";"2"
"10621";-25,42;480;-49,27;"PR";"Curitiba, PR";"prim";"Sim";1985;22;"feminino";2006-11-01;52;"3";"3";"1";"2";"3";"3";"2";"2";"3";"4";"4";"3";"2";"2";"4";"3";"3";"3";"2"
"10622";-25,42;480;-49,27;"PR";"Curitiba, PR";"prim";"Sim";1981;26;"masculino";2006-11-01;30;"3";"1";"1";"2";"1";"2";"1";"1";"2";"2";"2";"0";"1";"1";"2";"2";"1";"3";"2"
"10623";-25,42;480;-49,27;"PR";"Curitiba, PR";"prim";"Sim";1970;37;"masculino";2006-11-01;35;"3";"3";"1";"2";"2";"3";"1";"2";"1";"2";"2";"2";"1";"2";"1";"2";"1";"2";"2"
"10624";-25,42;480;-49,27;"PR";"Curitiba, PR";"prim";"Sim";1986;21;"feminino";2006-11-01;24;"1";"1";"1";"2";"1";"1";"1";"2";"1";"2";"0";"0";"1";"2";"3";"2";"1";"2";"0"
"10625";-25,42;480;-49,27;"PR";"Curitiba, PR";"prim";"Sim";1983;24;"masculino";2006-11-01;41;"2";"2";"2";"2";"4";"1";"2";"2";"2";"3";"6";"0";"2";"2";"2";"2";"3";"2";"0"
"10626";-25,42;480;-49,27;"PR";"Curitiba, PR";"prim";"Sim";1969;38;"masculino";2006-11-01;73;"4";"3";"3";"3";"3";"4";"4";"4";"4";"4";"6";"3";"3";"4";"4";"4";"3";"4";"6"
"10627";-25,42;492;-49,27;"PR";"Curitiba, PR";"ver";"Sim";1982;25;"masculino";2006-01-01;28;"2";"2";"1";"1";"2";"3";"1";"2";"1";"2";"0";"0";"4";"2";"1";"1";"1";"2";"0"
"10628";-25,42;492;-49,27;"PR";"Curitiba, PR";"ver";"Sim";1983;24;"masculino";2006-01-01;29;"2";"1";"2";"2";"2";"2";"2";"1";"2";"1";"0";"2";"3";"1";"2";"1";"1";"2";"0"
"10629";-25,42;492;-49,27;"PR";"Curitiba, PR";"ver";"Sim";1983;24;"feminino";2006-01-01;73;"4";"4";"3";"3";"3";"4";"3";"3";"3";"5";"6";"5";"2";"4";"4";"4";"3";"4";"6"
"10630";-25,42;492;-49,27;"PR";"Curitiba, PR";"ver";"Sim";1982;25;"feminino";2006-01-01;39;"3";"3";"1";"2";"2";"4";"2";"2";"3";"3";"2";"0";"1";"2";"1";"1";"3";"2";"2"
"10631";-25,42;492;-49,27;"PR";"Curitiba, PR";"ver";"Sim";1981;26;"masculino";2006-01-01;21;"1";"1";"1";"1";"2";"3";"1";"1";"1";"1";"2";"0";"1";"1";"1";"1";"1";"1";"0"
"10632";-25,42;492;-49,27;"PR";"Curitiba, PR";"ver";"Sim";1979;28;"masculino";2006-01-01;21;"2";"1";"2";"1";"1";"1";"1";"1";"1";"1";"0";"2";"2";"1";"1";"1";"1";"1";"0"
"10633";-25,42;492;-49,27;"PR";"Curitiba, PR";"ver";"Sim";1983;24;"feminino";2006-01-01;38;"2";"1";"2";"2";"2";"1";"2";"1";"2";"2";"6";"2";"1";"2";"1";"2";"3";"2";"2"
"10634";-25,42;492;-49,27;"PR";"Curitiba, PR";"ver";"Sim";1980;27;"feminino";2006-01-01;22;"1";"1";"2";"2";"1";"2";"1";"1";"1";"1";"0";"0";"1";"1";"1";"2";"1";"1";"2"
"10635";-25,42;492;-49,27;"PR";"Curitiba, PR";"ver";"Sim";1982;25;"feminino";2006-01-01;32;"1";"1";"2";"2";"4";"1";"4";"1";"1";"2";"6";"0";"2";"1";"1";"1";"1";"1";"0"
"10636";-25,42;492;-49,27;"PR";"Curitiba, PR";"ver";"Sim";1985;22;"feminino";2005-01-01;63;"4";"3";"3";"4";"4";"3";"4";"2";"4";"4";"6";"0";"2";"3";"4";"2";"3";"4";"4"
"10637";-25,42;492;-49,27;"PR";"Curitiba, PR";"ver";"Sim";1985;22;"feminino";2006-01-01;28;"1";"2";"1";"2";"1";"1";"2";"2";"2";"2";"0";"2";"1";"1";"1";"2";"1";"2";"2"
"10638";-25,42;492;-49,27;"PR";"Curitiba, PR";"ver";"Sim";1985;22;"feminino";2006-01-01;37;"2";"1";"1";"2";"1";"4";"2";"2";"3";"2";"0";"2";"1";"2";"4";"3";"1";"2";"2"
"10639";-25,42;492;-49,27;"PR";"Curitiba, PR";"ver";"Sim";1985;22;"masculino";2006-01-01;47;"2";"2";"3";"3";"1";"3";"1";"3";"1";"3";"6";"0";"1";"3";"2";"4";"3";"4";"2"
"10640";-25,42;492;-49,27;"PR";"Curitiba, PR";"ver";"Sim";1985;22;"feminino";2006-01-01;50;"3";"3";"3";"2";"3";"3";"2";"2";"2";"2";"6";"0";"2";"1";"4";"3";"2";"3";"4"
"10641";-25,42;492;-49,27;"PR";"Curitiba, PR";"ver";"Sim";1984;23;"masculino";2005-01-01;40;"2";"3";"3";"2";"3";"1";"2";"2";"2";"3";"0";"3";"2";"3";"1";"2";"2";"2";"2"
"10642";-25,42;492;-49,27;"PR";"Curitiba, PR";"ver";"Sim";1984;23;"feminino";2006-01-01;29;"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"0";"2";"2";"2";"1";"1";"1";"1";"2"
"10643";-25,42;492;-49,27;"PR";"Curitiba, PR";"ver";"Sim";1983;24;"feminino";2006-01-01;34;"1";"1";"1";"1";"1";"2";"2";"2";"2";"3";"6";"2";"1";"3";"2";"2";"1";"1";"0"
"10644";-25,42;492;-49,27;"PR";"Curitiba, PR";"ver";"Sim";1983;24;"feminino";2006-01-01;36;"1";"1";"4";"2";"3";"1";"2";"1";"2";"2";"4";"2";"3";"2";"1";"2";"1";"2";"0"
"10645";-25,42;492;-49,27;"PR";"Curitiba, PR";"ver";"Sim";1983;24;"feminino";2006-01-01;42;"3";"2";"2";"2";"2";"3";"1";"2";"1";"2";"2";"3";"1";"4";"2";"4";"2";"2";"2"
"10646";-25,42;492;-49,27;"PR";"Curitiba, PR";"ver";"Sim";1982;25;"feminino";2006-01-01;37;"2";"1";"2";"3";"3";"1";"3";"3";"2";"2";"2";"2";"1";"2";"1";"3";"3";"1";"0"
"10647";-25,42;492;-49,27;"PR";"Curitiba, PR";"ver";"Sim";1981;26;"feminino";2006-01-01;49;"3";"2";"2";"3";"4";"2";"3";"2";"3";"3";"6";"0";"2";"2";"1";"2";"3";"2";"4"
"10648";-25,42;492;-49,27;"PR";"Curitiba, PR";"ver";"Sim";1980;27;"feminino";2005-01-01;45;"3";"3";"3";"2";"3";"1";"1";"1";"4";"3";"6";"2";"1";"1";"1";"1";"3";"2";"4"
"10649";-25,42;492;-49,27;"PR";"Curitiba, PR";"ver";"Sim";1979;28;"masculino";2005-01-01;53;"3";"3";"3";"3";"4";"1";"2";"3";"4";"3";"6";"2";"1";"3";"1";"2";"3";"2";"4"
"10650";-25,42;492;-49,27;"PR";"Curitiba, PR";"ver";"Sim";1979;28;"feminino";2006-01-01;36;"3";"3";"1";"1";"2";"2";"1";"2";"3";"3";"0";"2";"3";"2";"1";"2";"1";"2";"2"
"10651";-25,42;492;-49,27;"PR";"Curitiba, PR";"ver";"Sim";1979;28;"masculino";2006-01-01;41;"2";"2";"2";"2";"2";"1";"2";"3";"1";"1";"4";"2";"3";"4";"2";"3";"2";"3";"0"
"10652";-25,42;492;-49,27;"PR";"Curitiba, PR";"ver";"Sim";1976;31;"feminino";2006-01-01;31;"2";"1";"3";"2";"1";"1";"2";"2";"1";"2";"2";"0";"1";"1";"2";"3";"1";"2";"2"
"10653";-25,42;492;-49,27;"PR";"Curitiba, PR";"ver";"Sim";1982;25;"masculino";2006-01-01;67;"3";"3";"3";"3";"3";"1";"3";"4";"4";"3";"6";"3";"3";"4";"4";"4";"3";"4";"6"
"10654";-25,42;492;-49,27;"PR";"Curitiba, PR";"ver";"Sim";1970;37;"masculino";2006-01-01;31;"2";"1";"3";"1";"1";"1";"1";"4";"1";"5";"2";"2";"2";"1";"1";"1";"1";"1";"0"
"10655";-25,42;492;-49,27;"PR";"Curitiba, PR";"ver";"Sim";1983;24;"feminino";2006-01-01;25;"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"0";"5";"3";"1";"1";"1";"1";"2";"0"
"10656";-25,42;492;-49,27;"PR";"Curitiba, PR";"ver";"Sim";1983;24;"masculino";2006-01-01;49;"3";"3";"2";"3";"2";"3";"2";"3";"2";"3";"0";"5";"3";"3";"1";"4";"1";"2";"4"
"10657";-25,42;492;-49,27;"PR";"Curitiba, PR";"ver";"Sim";1982;25;"masculino";2006-01-01;55;"3";"3";"3";"3";"3";"4";"3";"2";"2";"4";"4";"3";"1";"4";"1";"3";"3";"2";"4"
"10658";-25,42;498;-49,27;"PR";"Curitiba, PR";"prim";"Sim";1981;26;"masculino";2005-12-01;31;"2";"2";"1";"1";"3";"2";"3";"2";"3";"2";"0";"2";"1";"2";"1";"1";"1";"2";"0"
"10659";-25,44;375;-49,19;"PR";"Pinhais, PR";"out";"Sim";1987;20;"feminino";2006-09-01;39;"1";"1";"1";"1";"2";"4";"2";"1";"3";"1";"6";"2";"2";"1";"2";"4";"3";"2";"0"
"10660";-25,44;375;-49,19;"PR";"Pinhais, PR";"out";"Sim";1966;41;"feminino";2006-09-01;42;"2";"2";"1";"2";"2";"1";"2";"2";"1";"2";"4";"0";"1";"1";"3";"3";"3";"4";"6"
"10661";-25,44;375;-49,19;"PR";"Pinhais, PR";"out";"Sim";1966;41;"masculino";2006-09-01;36;"2";"3";"1";"3";"2";"4";"2";"2";"1";"3";"0";"2";"1";"4";"1";"1";"1";"3";"0"
"10662";-25,44;375;-49,06;"PR";"Piraquara, PR";"out";"Sim";1985;22;"feminino";2006-09-01;46;"2";"4";"1";"2";"2";"3";"1";"1";"2";"5";"2";"3";"2";"3";"2";"3";"3";"3";"2"
"10663";-25,44;375;-49,06;"PR";"Piraquara, PR";"out";"Sim";1964;43;"feminino";2006-09-01;70;"4";"4";"4";"4";"4";"1";"4";"2";"4";"4";"6";"3";"2";"4";"4";"3";"3";"4";"6"
"10664";-25,44;375;-49,19;"PR";"Pinhais, PR";"out";"Sim";1963;44;"feminino";2006-09-01;58;"4";"3";"3";"3";"3";"4";"4";"1";"4";"3";"6";"3";"2";"1";"4";"4";"3";"1";"2"
"10665";-25,44;407;-49,19;"PR";"Pinhais , PR";"ver";"Sim";1983;24;"feminino";2005-03-01;36;"2";"3";"1";"1";"1";"1";"4";"2";"1";"3";"4";"0";"2";"3";"3";"1";"1";"3";"0"
"10666";-25,44;437;-49,19;"PR";"Pinhais, PR";"prim";"Sim";1972;35;"feminino";2006-10-01;39;"1";"3";"3";"1";"1";"1";"1";"1";"2";"5";"2";"5";"3";"1";"2";"3";"1";"3";"0"
"10667";-25,44;437;-49,06;"PR";"Piraquara, PR";"prim";"Sim";1988;19;"feminino";2006-10-01;48;"3";"3";"1";"1";"1";"3";"1";"4";"2";"4";"2";"2";"1";"4";"1";"3";"5";"3";"4"
"10668";-25,44;480;-49,19;"PR";"Pinhais, PR";"prim";"Sim";1979;28;"feminino";2006-11-01;41;"2";"3";"1";"2";"2";"3";"2";"3";"2";"3";"2";"3";"1";"1";"3";"3";"1";"2";"2"
"10669";-25,45;375;-49,52;"PR";"Campo Largo, PR";"out";"Sim";1986;21;"feminino";2006-09-01;43;"1";"2";"4";"3";"3";"4";"2";"4";"2";"1";"2";"0";"2";"3";"1";"4";"3";"2";"0"
"10670";-25,45;375;-49,52;"PR";"Campo Largo, PR";"out";"Sim";1973;34;"feminino";2006-09-01;55;"3";"3";"3";"3";"4";"2";"4";"3";"2";"3";"6";"2";"2";"2";"1";"3";"3";"4";"2"
"10671";-25,45;375;-49,52;"PR";"Campo Largo, PR";"out";"Sim";1976;31;"feminino";2006-09-01;34;"2";"2";"1";"1";"2";"3";"1";"1";"1";"1";"6";"0";"1";"3";"1";"1";"3";"2";"2"
"10672";-25,45;375;-49,52;"PR";"Campo Largo, PR";"out";"Sim";1984;23;"masculino";2006-09-01;46;"2";"1";"2";"3";"3";"2";"3";"2";"4";"2";"6";"0";"1";"2";"4";"2";"1";"4";"2"
"10673";-25,45;375;-49,52;"PR";"Campo Largo, PR";"out";"Sim";1983;24;"feminino";2006-09-01;61;"3";"3";"3";"4";"4";"2";"4";"2";"4";"3";"6";"2";"1";"3";"4";"3";"3";"3";"4"
"10674";-25,45;375;-49,52;"PR";"Campo Largo, PR";"out";"Sim";1978;29;"feminino";2006-09-01;48;"2";"2";"1";"1";"4";"4";"2";"2";"4";"2";"6";"3";"3";"2";"4";"3";"1";"2";"0"
"10675";-25,45;437;-49,52;"PR";"Campo Largo, PR";"prim";"Sim";1964;43;"feminino";2006-10-01;38;"1";"2";"4";"3";"4";"1";"2";"2";"2";"2";"2";"0";"2";"1";"2";"2";"3";"3";"0"
"10676";-25,45;437;-49,52;"PR";"Campo Largo, PR";"prim";"Sim";1982;25;"feminino";2006-10-01;54;"3";"4";"2";"3";"4";"3";"4";"2";"2";"5";"4";"2";"3";"1";"1";"2";"3";"4";"2"
"10677";-25,45;437;-49,52;"PR";"Campo Largo, PR";"prim";"Sim";1986;21;"feminino";2006-10-01;47;"3";"4";"1";"1";"3";"1";"3";"1";"3";"5";"4";"3";"1";"3";"2";"4";"1";"2";"2"
"10678";-25,45;437;-49,52;"PR";"Campo Largo, PR";"prim";"Sim";1982;25;"masculino";2006-10-01;43;"3";"3";"1";"1";"3";"1";"2";"2";"2";"3";"6";"2";"1";"2";"1";"3";"3";"2";"2"
"10679";-25,45;437;-49,52;"PR";"Campo Largo, PR";"prim";"Sim";1983;24;"feminino";2006-10-01;49;"3";"3";"1";"1";"3";"2";"2";"2";"2";"3";"6";"2";"1";"2";"4";"4";"2";"4";"2"
"10680";-25,45;461;-49,52;"PR";"Campo Largo, PR";"ver";"Sim";1968;39;"masculino";2006-02-01;33;"2";"2";"2";"1";"1";"1";"1";"2";"1";"2";"4";"2";"2";"2";"1";"2";"2";"3";"0"
"10681";-25,45;461;-49,52;"PR";"Campo Largo, PR";"ver";"Sim";1973;34;"feminino";2006-02-01;60;"3";"3";"3";"1";"2";"3";"3";"3";"4";"4";"4";"3";"2";"3";"4";"4";"3";"4";"4"
"10682";-25,45;480;-49,52;"PR";"Campo Largo, PR";"prim";"Sim";1979;28;"feminino";2006-11-01;66;"3";"4";"3";"3";"4";"3";"3";"3";"3";"4";"6";"3";"2";"3";"4";"4";"3";"4";"4"
"10683";-25,45;480;-49,52;"PR";"Campo Largo, PR";"prim";"Sim";1980;27;"masculino";2006-11-01;34;"2";"1";"3";"2";"2";"1";"1";"1";"1";"1";"4";"2";"2";"1";"3";"2";"2";"3";"0"
"10684";-25,46;338;-50,65;"PR";"Irati , PR";"inv";"Sim";1956;51;"feminino";2005-04-01;71;"4";"3";"3";"4";"4";"3";"3";"4";"4";"3";"6";"2";"4";"4";"4";"3";"3";"4";"6"
"10685";-25,46;338;-50,65;"PR";"Irati , PR";"inv";"Sim";1985;22;"feminino";2005-04-01;38;"2";"3";"1";"1";"3";"3";"1";"1";"1";"2";"4";"2";"1";"3";"2";"2";"3";"3";"0"
"10686";-25,46;375;-50,65;"PR";"Irati, PR";"out";"Sim";1986;21;"feminino";2006-09-01;35;"1";"1";"1";"1";"1";"1";"2";"1";"2";"5";"2";"3";"1";"3";"1";"4";"1";"4";"0"
"10687";-25,46;375;-50,65;"PR";"Irati, PR";"out";"Sim";1975;32;"feminino";2006-09-01;31;"1";"1";"1";"1";"2";"2";"2";"2";"1";"1";"4";"2";"1";"1";"1";"1";"2";"3";"2"
"10688";-25,46;437;-50,65;"PR";"Irati, PR";"prim";"Sim";1982;25;"feminino";2006-10-01;47;"2";"3";"3";"4";"2";"3";"4";"3";"3";"2";"6";"2";"1";"2";"4";"1";"1";"1";"0"
"10689";-25,46;437;-50,65;"PR";"Irati, PR";"prim";"Sim";1980;27;"feminino";2006-10-01;54;"2";"3";"3";"1";"2";"4";"3";"3";"2";"3";"6";"3";"2";"3";"1";"3";"3";"3";"4"
"10690";-25,47;375;-53,61;"PR";"Capitao Leonidas Marques, PR";"out";"Sim";1980;27;"masculino";2006-09-01;65;"4";"3";"3";"4";"3";"4";"3";"3";"3";"5";"6";"2";"2";"1";"4";"3";"3";"5";"4"
"10691";-25,52;371;-48,5;"PR";"Paranagua, PR";"out";"Sim";1964;43;"feminino";2006-09-01;51;"2";"4";"4";"3";"1";"3";"1";"2";"1";"5";"4";"3";"2";"3";"2";"4";"2";"3";"2"
"10692";-25,52;371;-48,5;"PR";"Paranagua, PR";"out";"Sim";1972;35;"feminino";2006-09-01;55;"4";"3";"4";"3";"4";"1";"3";"4";"4";"3";"6";"2";"2";"1";"4";"3";"1";"1";"2"
"10693";-25,52;371;-48,5;"PR";"Paranagua, PR";"out";"Sim";1957;50;"masculino";2006-09-01;55;"4";"3";"2";"4";"4";"2";"4";"2";"2";"3";"6";"3";"1";"4";"1";"1";"3";"4";"2"
"10694";-25,52;371;-48,5;"PR";"Paranagua, PR";"out";"Sim";1956;51;"feminino";2006-09-01;63;"4";"4";"3";"4";"3";"2";"3";"3";"3";"3";"6";"2";"2";"4";"4";"3";"3";"3";"4"
"10695";-25,52;371;-48,5;"PR";"Paranagua, PR";"out";"Sim";1955;52;"feminino";2006-09-01;42;"5";"3";"2";"2";"2";"2";"1";"3";"2";"3";"0";"2";"2";"3";"1";"3";"1";"3";"2"
"10696";-25,52;371;-48,5;"PR";"Paranagua, PR";"out";"Sim";1989;18;"feminino";2006-09-01;46;"3";"3";"1";"2";"2";"1";"2";"2";"4";"3";"6";"2";"3";"4";"1";"2";"1";"2";"2"
"10697";-25,52;371;-48,5;"PR";"Paranagua, PR";"out";"Sim";1976;31;"feminino";2006-09-01;47;"3";"3";"1";"2";"2";"2";"3";"3";"2";"3";"6";"2";"1";"3";"1";"3";"2";"3";"2"
"10698";-25,52;371;-48,5;"PR";"Paranagua, PR";"out";"Sim";1972;35;"feminino";2006-09-01;57;"5";"4";"1";"1";"2";"3";"2";"2";"3";"5";"6";"3";"2";"1";"4";"4";"3";"2";"4"
"10699";-25,52;371;-48,5;"PR";"Paranagua, PR";"out";"Sim";1966;41;"feminino";2006-09-01;64;"2";"3";"3";"4";"3";"4";"1";"4";"4";"3";"6";"2";"3";"1";"4";"4";"3";"4";"6"
"10700";-25,52;371;-48,5;"PR";"Paranagua, PR";"out";"Sim";1964;43;"masculino";2006-09-01;47;"3";"3";"1";"2";"2";"1";"2";"2";"2";"2";"6";"3";"2";"2";"1";"3";"3";"3";"4"
"10701";-25,52;404;-48,5;"PR";"Paranagua, PR";"ver";"Sim";1986;21;"feminino";2005-03-01;41;"2";"1";"2";"2";"3";"4";"3";"1";"2";"3";"2";"3";"1";"4";"2";"2";"1";"3";"0"
"10702";-25,52;404;-48,5;"PR";"Paranagua, PR";"ver";"Sim";1978;29;"feminino";2005-03-01;46;"2";"5";"1";"1";"2";"2";"1";"4";"2";"3";"4";"2";"1";"3";"3";"2";"3";"3";"2"
"10703";-25,52;435;-48,5;"PR";"Paranagua, PR";"prim";"Sim";1964;43;"feminino";2006-10-01;43;"2";"2";"3";"2";"1";"1";"1";"2";"4";"3";"2";"2";"2";"3";"4";"4";"1";"2";"2"
"10704";-25,52;435;-48,5;"PR";"Paranagua, PR";"prim";"Sim";1983;24;"masculino";2006-10-01;55;"3";"3";"3";"3";"4";"4";"4";"2";"3";"3";"6";"3";"3";"1";"1";"2";"3";"4";"0"
"10705";-25,52;435;-48,5;"PR";"Paranagua, PR";"prim";"Sim";1973;34;"feminino";2006-10-01;49;"3";"3";"2";"3";"3";"2";"3";"2";"1";"3";"6";"2";"1";"3";"2";"4";"3";"3";"0"
"10706";-25,52;435;-48,5;"PR";"Paranagua, PR";"prim";"Sim";1980;27;"masculino";2006-10-01;42;"3";"1";"1";"2";"3";"3";"2";"1";"4";"1";"4";"5";"2";"4";"2";"1";"1";"2";"0"
"10707";-25,52;435;-48,5;"PR";"Paranagua, PR";"prim";"Sim";1981;26;"feminino";2006-10-01;30;"2";"3";"1";"1";"1";"1";"2";"3";"1";"3";"2";"3";"1";"1";"1";"1";"1";"2";"0"
"10708";-25,52;461;-48,5;"PR";"Paranagua, PR";"ver";"Sim";1969;38;"feminino";2005-02-01;44;"2";"2";"4";"2";"2";"3";"1";"2";"3";"3";"2";"2";"3";"3";"1";"3";"2";"2";"2"
"10709";-25,52;481;-48,5;"PR";"Paranagua, PR";"prim";"Sim";1989;18;"feminino";2006-11-01;57;"3";"4";"3";"3";"3";"2";"3";"2";"4";"3";"6";"2";"2";"1";"4";"4";"1";"3";"4"
"10710";-25,52;494;-48,5;"PR";"Paranagua , PR";"ver";"Sim";1983;24;"feminino";2006-01-01;24;"1";"2";"1";"1";"1";"2";"1";"2";"1";"2";"0";"2";"1";"2";"1";"1";"1";"2";"0"
"10711";-25,53;371;-49,2;"PR";"Sao Jose dos Pinhais, PR";"out";"Sim";1986;21;"feminino";2006-09-01;35;"1";"3";"1";"1";"2";"3";"1";"2";"1";"3";"0";"5";"1";"1";"1";"4";"3";"2";"0"
"10712";-25,53;371;-49,2;"PR";"Sao Jose dos Pinhais, PR";"out";"Sim";1984;23;"feminino";2006-09-01;29;"2";"1";"3";"2";"4";"1";"4";"2";"2";"1";"0";"0";"2";"1";"1";"1";"1";"1";"0"
"10713";-25,53;371;-49,2;"PR";"Sao Jose dos Pinhais, PR";"out";"Sim";1986;21;"feminino";2006-09-01;33;"1";"1";"1";"1";"3";"1";"2";"1";"3";"2";"2";"3";"1";"2";"2";"2";"2";"3";"0"
"10714";-25,53;371;-49,2;"PR";"Sao Jose dos Pinhais, PR";"out";"Sim";1983;24;"masculino";2006-09-01;44;"4";"3";"2";"3";"2";"3";"3";"3";"2";"3";"2";"0";"1";"2";"2";"3";"3";"3";"0"
"10715";-25,53;371;-49,2;"PR";"Sao Jose dos Pinhais, PR";"out";"Sim";1979;28;"feminino";2006-09-01;44;"3";"3";"4";"2";"2";"2";"1";"3";"4";"3";"0";"3";"3";"1";"1";"4";"1";"2";"2"
"10716";-25,53;404;-49,2;"PR";"Sao Jose dos Pinhais, PR";"ver";"Sim";1961;46;"feminino";2005-03-01;49;"4";"5";"3";"2";"2";"1";"1";"2";"3";"3";"4";"0";"3";"4";"4";"3";"2";"3";"0"
"10717";-25,53;404;-49,2;"PR";"Sao Jose dos Pinhais, PR";"ver";"Sim";1988;19;"feminino";2005-03-01;37;"3";"2";"3";"3";"3";"2";"3";"3";"2";"2";"0";"2";"1";"1";"1";"1";"1";"2";"2"
"10718";-25,53;404;-49,2;"PR";"Sao Jose dos Pinhais, PR";"ver";"Sim";1987;20;"feminino";2005-03-01;38;"2";"2";"2";"2";"2";"2";"2";"2";"3";"3";"4";"0";"1";"2";"4";"2";"1";"2";"0"
"10719";-25,53;435;-49,2;"PR";"Sao Jose dos Pinhais, PR";"prim";"Sim";1985;22;"feminino";2006-10-01;45;"4";"3";"2";"1";"2";"4";"2";"3";"4";"3";"0";"2";"4";"1";"2";"1";"3";"2";"2"
"10720";-25,53;435;-49,2;"PR";"Sao Jose dos Pinhais, PR";"prim";"Sim";1980;27;"feminino";2006-10-01;44;"3";"3";"2";"2";"2";"3";"2";"2";"3";"3";"0";"2";"1";"4";"1";"3";"3";"3";"2"
